type,id,taxon_name,collection_date,late_collection_date,collection_day,collection_month,county,elevation,locality,latitude,longitude,pop_gen
herbarium,CAS-BOT-BC87688,Streptanthus tortuosus,5/26/79,5/26/79,,,Mendocino,1036,"Bell Springs Road, Blue Rock Ranch. On Blue Rock.",39.8863,-123.5913,
herbarium,CAS-BOT-BC87515,Streptanthus tortuosus,6/23/93,6/23/93,,,Butte,1036,Plumas National Forest. Oroville Ranger Station. Bald Rock Compartment. Upper end of Galen Ridge.,39.681944,-121.346389,
herbarium,CHSC62098,Streptanthus tortuosus var. tortuosus,6/23/93,6/23/93,,,Butte,1036,"Plumas National Forest. Upper end of Galen Ridge, 250 ft northwest of Bald Rock Road 0.7 mi southwest of Oroville-Quincy Hwy.",39.681944,-121.346389,
herbarium,RSA249586,Streptanthus tortuosus,6/4/65,6/4/65,,,Fresno,1037,"Above King s River Canyon, 4 miles W of Boyden Cave.",36.833302,-118.875715,
herbarium,HSC60663,Streptanthus tortuosus var. tortuosus,5/22/76,5/22/76,,,Siskiyou,1037,Callahan Rd. along the E side of Scott Valley,41.3389,-122.8177,
herbarium,HSC87316,Streptanthus tortuosus var. suffrutescens,5/26/79,5/26/79,,,Mendocino,1037,"Bell Springs Rd., Blue Rock Ranch, on Blue Rock",39.8863,-123.5913,
herbarium,RSA78394,Streptanthus tortuosus,6/29/52,6/29/52,,,Trinity,1052,"Gizzly Creek, branch of N Fork of Trinity River, N of Helena",41.02835,-123.15863,
herbarium,CAS-BOT-BC87874,Streptanthus tortuosus,6/20/61,6/20/61,,,Siskiyou,1066,Near Mount Shasta City.,41.315,-122.303,
herbarium,SBBG16528,Streptanthus tortuosus var. tortuosus,6/20/61,6/20/61,,,Siskiyou,1066,gravelly field near Mt Shasta City,41.315,-122.303,
herbarium,CAS-BOT-BC87784,Streptanthus tortuosus,7/16/76,7/16/76,,,Plumas,1066,Sierra Nevada. Spanish Creek near mouth of Slate Creek.,39.94291,-121.014697,
herbarium,CAS-BOT-BC87775,Streptanthus tortuosus,6/13/13,6/13/13,,,Plumas,1066,Near Quincy.,39.93694,-120.94611,
herbarium,GH422318,Streptanthus tortuosus,6/13/13,6/13/13,,,Unknown,1066,Near Quincy,39.93694,-120.94611,
herbarium,UC176151,Streptanthus tortuosus var. orbiculatus,6/13/13,6/13/13,,,Plumas,1066,near Quincy,39.9369,-120.9461,
herbarium,UC302044,Streptanthus tortuosus var. orbiculatus,6/6/26,6/6/26,,,Humboldt,1066,"on road w from Hoopa to Bair's near summit; Northern Coast Ranges, Hoopa Mountain",41.0646,-123.7677,
herbarium,HSC57297,Streptanthus tortuosus,7/18/79,7/18/79,,,Trinity,1067,"Near Van Horn Creek, close to the town of Mad River",40.172611,-123.290861,
herbarium,CAS-BOT-BC87685,Streptanthus tortuosus,7/8/82,7/8/82,,,Mendocino,1068,"Mendocino National Forest, Leech Lake Mountain Road, about 6 miles north of Mendocino Pass Road.",39.8496,-123.0839,
herbarium,CAS-BOT-BC87686,Streptanthus tortuosus,7/8/82,7/8/82,,,Mendocino,1068,"Mendocino National Forest, Leech Lake Mountain Road, about 6 miles north of Mendocino Pass Road.",39.8496,-123.0839,
herbarium,UC1292642,Streptanthus tortuosus,6/27/38,6/27/38,,,Shasta,1082,3 mi n town of Mt. Shasta,41.3623,-122.3637,
herbarium,UC625501,Streptanthus tortuosus,6/27/38,6/27/38,,,Siskiyou,1082,3 mi n Mt. Shasta (town) (near hwy),41.3557,-122.35532,
herbarium,UCD164181,Streptanthus tortuosus,4/10/11,4/10/11,,,Butte,1092,Table Mountain.,39.595556,-121.546944,
herbarium,CAS-BOT-BC87778,Streptanthus tortuosus,7/2/38,7/2/38,,,Plumas,1097,3 miles east of Quincy.,39.933781,-120.890663,
herbarium,UC725895,Streptanthus tortuosus,7/2/38,7/2/38,,,Plumas,1097,3 mi e Quincy; Indian Valley,39.933781,-120.890663,
herbarium,UC856778,Streptanthus tortuosus var. orbiculatus,7/2/38,7/2/38,,,Plumas,1097,3 mi e Quincy; Indian Valley,39.933781,-120.890663,
herbarium,CAS-BOT-BC87690,Streptanthus tortuosus,7/1/82,7/1/82,,,Mendocino,1097,"One mile northeast of summit of Red Mountain (North), Dump Truck Flat, along roadside.",39.93337,-123.65263,
herbarium,JEPS96930,Streptanthus tortuosus,6/15/93,6/15/93,,,Shasta,1097,Sacramento River canyon; headwaters South Fork Hazel Creek (ca. 3 air mi E of Sims Flat); on logging road,41.034443,-122.266945,
herbarium,UC1736732,Streptanthus tortuosus,6/15/93,6/15/93,,,Shasta,1097,Sacramento River canyon; headwaters South Fork Hazel Creek (ca. 3 air mi E of Sims Flat); on logging road,41.034443,-122.266945,
herbarium,POM253353,Streptanthus tortuosus,7/2/38,7/2/38,,,Plumas,1098,3 miles east of Quincy.,39.933781,-120.890663,
herbarium,RSA32714,Streptanthus tortuosus,7/2/38,7/2/38,,,Plumas,1098,3 miles east of Quincy.,39.933781,-120.890663,
herbarium,UCD162756,Streptanthus tortuosus var. tortuosus,5/25/14,5/25/14,,,Nevada,1125,Washington Road.,39.344722,-120.806389,
herbarium,CHSC34846,Streptanthus tortuosus,6/10/80,6/10/80,,,Shasta,1126,"Sims Lookout, ca. 11 mi sse of Castella.",41.042778,-122.361389,
herbarium,CHSC36696,Streptanthus tortuosus,6/16/81,6/16/81,,,Butte,1127,Ca. 10.5 mi ne of Paradise.,39.843889,-121.452778,
herbarium,CAS-BOT-BC87849,Streptanthus tortuosus,6/23/16,6/23/16,,,Siskiyou,1127,Near Black Butte north of Sisson.,41.3604,-122.3487,
herbarium,CAS-BOT-BC87850,Streptanthus tortuosus,6/23/16,6/23/16,,,Siskiyou,1127,Near Black Butte north of Sisson.,41.3604,-122.3487,
herbarium,GH422278,Streptanthus tortuosus,6/23/16,6/23/16,,,Unknown,1127,near Black Butte north of Sisson,41.39216,-122.36117,
herbarium,UC856775,Streptanthus tortuosus var. orbiculatus,6/23/16,6/23/16,,,Siskiyou,1127,near Black Butte (n of Sisson),41.39216,-122.36117,
herbarium,HSC70349,Streptanthus tortuosus,6/7/80,6/7/80,,,Humboldt,1128,Near Brush Mtn.,40.912222,-123.666667,
herbarium,UCD164223,Streptanthus tortuosus,4/19/13,4/19/13,,,Butte,1157,Table Mountain.,39.595556,-121.546944,
herbarium,UCD164228,Streptanthus tortuosus,5/22/13,5/22/13,,,Nevada,1157,"Washington Road, along road.",39.343333,-120.806667,
herbarium,HSC57215,Streptanthus tortuosus var. tortuosus,7/12/79,7/12/79,,,Humboldt,1158,"Near Cedar Creek, close to the town of Willow Creek",40.943806,-123.481444,
herbarium,UC1609059,Streptanthus tortuosus,6/20/93,6/20/93,,,Butte,1158,"about 1 air mi nw Lost Creek Reservoir Dam; Mooreville Ridge, Jackass Flat",39.5827,-121.1609,
herbarium,CHSC60969,Streptanthus tortuosus var. tortuosus,6/20/93,6/20/93,,,Butte,1158,"Jackass Flat, Mooreville Ridge, about 1 (air) mile north-west of the Lost Creek Reservoir Dam.",39.583611,-121.158889,
herbarium,CHSC93177,Streptanthus tortuosus var. orbiculatus,6/6/94,6/6/94,,,Butte,1158,Northern High Sierra Nevada. East end of Watson Ridge; along Road 21N25 about 0.5 mi north of Fall River and about 1.7 mi west of Kenebeck Ridge. Ridge top and road cutbank.,39.669444,-121.230833,
herbarium,UCD164328,Streptanthus tortuosus,6/25/11,6/25/11,,,Placer,1164,Casa Loma Rd (Alta Exit): on serpentine outcrop along railroad tracks.,39.196111,-120.78,
herbarium,JEPS73712,Streptanthus tortuosus var. tortuosus,7/3/68,7/3/68,,,Siskiyou,1173,just off Hwy. 5 s.e. of Black Butte and w. of Mt. Shasta (City),41.34981,-122.34153,
herbarium,UCD80183,Streptanthus tortuosus,7/1/05,7/1/05,,,Tehama,1176,USFS Lassen National Forest.,40.131363,-121.700262,
herbarium,CAS-BOT-BC87872,Streptanthus tortuosus,6/11/62,6/11/62,,,Siskiyou,1188,"At base of Black Butte along U.S. Highway 99, 4 miles south of Weed.",41.3646,-122.3644,
herbarium,GH422325,Streptanthus tortuosus,6/11/62,6/11/62,,,Unknown,1188,"slope at base of Black Butte along U. S. Highway 99, 4 miles south of Weed",41.361768,-122.36324,
herbarium,UCSB13059,Streptanthus tortuosus,6/11/62,6/11/62,,,Siskiyou,1188,"Base of Black Butte along U.S. Highway 99, 4 miles south of Weed",41.36348,-122.36032,
herbarium,YM-YOSE117381,Streptanthus tortuosus var. tortuosus,7/8/67,7/8/67,,,Mariposa,1219,WAWONA,37.53056664,-119.6368757,
herbarium,LA51454,Streptanthus tortuosus,7/1/33,7/1/33,,,Mariposa,1219,"Yosemite National Park, Yosemite Falls Trail,",37.74953,-119.600018,
herbarium,UC567160,Streptanthus tortuosus,5/5/34,5/5/34,,,Shasta,1219,N. Fork of Squaw Creek Redding Quadrangle,40.7611,-122.4743,
herbarium,UC614612,Streptanthus tortuosus,6/29/38,6/29/38,,,Madera,1219,6 mi ne Bass Lake (outcrop above creek); North Fork of Willow Creek,37.37545,-119.47344,
herbarium,CAS-BOT-BC87857,Streptanthus tortuosus,6/7/40,6/7/40,,,Siskiyou,1219,Along the Pacific Highway near Black Butte.,41.359417,-122.361052,
herbarium,CAS-BOT-BC87966,Streptanthus tortuosus,6/12/44,6/12/44,,,Tuolumne,1219,Sierra Nevada. One mile south of Twaine Harte Post Office.,38.028252,-120.233847,
herbarium,UC702332,Streptanthus tortuosus,6/12/44,6/12/44,,,Tuolumne,1219,one mi s Twain Harte Post Office (granite rock below lake); Sierra Nevada,38.025616,-120.23435,
herbarium,CAS-BOT-BC87866,Streptanthus tortuosus,7/6/48,7/6/48,,,Siskiyou,1219,Black Butte.,41.3693,-122.3498,
herbarium,UC956603,Streptanthus tortuosus,7/18/48,7/18/48,,,Shasta,1219,trail from Castle Crags State Park to summit of Catle Crags (w Shasta Co.),41.17178,-122.325775,
herbarium,CAS-BOT-BC87723,Streptanthus tortuosus,5/30/55,5/30/55,,,Monterey,1219,Santa Lucia Mountains. Along Ridge Road below Cone Peak Lookout. On east slope of Los Padres Forest.,36.0519,-121.4963,
herbarium,CAS-BOT-BC87724,Streptanthus tortuosus,6/18/55,6/18/55,,,Monterey,1219,Santa Lucia Mountains. End of Cone Peak road.,36.0553,-121.4937,
herbarium,CAS-BOT-BC87658,Streptanthus tortuosus,7/14/59,7/14/59,,,Mariposa,1219,Yosemite National Park. Wawona.,37.538097,-119.65631,
herbarium,OBI14874,Streptanthus tortuosus,7/14/59,7/14/59,,,Mariposa,1219,Yosemite Natl Park. Wawona,37.538097,-119.65631,
herbarium,SBBG21904,Streptanthus tortuosus var. orbiculatus,7/25/62,7/25/62,,,Siskiyou,1219,"Shasta Ski Bowl Hwy, Mt Shasta",41.3383,-122.3099,
herbarium,YM-YOSE59624,Streptanthus tortuosus,7/8/67,7/8/67,,,Mariposa,1219,WAWONA,37.538097,-119.65631,
herbarium,LA87707,Streptanthus tortuosus,7/8/67,7/8/67,,,Mariposa,1219,"Wawona, Yosemite National Park",37.5381,-119.6563,
herbarium,CAS-BOT-BC87738,Streptanthus tortuosus,5/25/71,5/25/71,,,Nevada,1219,Moores Flat on north slope of San Juan Ridge ca. 7 miles northeast of Columbia Hill.,39.418341,-120.852123,
herbarium,GH422322,Streptanthus tortuosus,5/25/71,5/25/71,,,Unknown,1219,Moores Flat on North slope of San Juan Ridge ca. 7 mi. ne. of Columbia Hill,39.418341,-120.852123,
herbarium,CAS-BOT-BC87635,Streptanthus tortuosus,6/5/75,6/5/75,,,Mariposa,1219,Sierra Nevada. Yosemite Valley. Glacier Point near Camp Curry.,37.73477,-119.56882,
herbarium,HSC73564,Streptanthus tortuosus,7/14/80,7/14/80,,,Humboldt,1219,Near Last Chance Ridge,40.691111,-123.624167,
herbarium,CHSC37699,Streptanthus tortuosus,5/13/81,5/13/81,,,Butte,1219,"Granite knoll, above Foreman Creek, ca. 0.5 mi w of 23N15.5, ca. 1.5 mi s of its jct with Four Trees Rd, ca. 0.5 mi w of Elks Retreat on Oroville-Quincy Hwy.",39.786667,-121.336111,
herbarium,CAS-BOT-BC87786,Streptanthus tortuosus,6/25/81,6/25/81,,,Plumas,1219,Sierra Nevada. Near Englemine on Diamond Mountain road northeast of Taylorsville.,40.204218,-120.775731,
herbarium,CDA18579,Streptanthus tortuosus var. orbiculatus,6/25/81,6/25/81,,,Plumas,1219,"Sierra Nevada; 0.5 mile southwest of Engle Mine townsite, on Diamond Mountain Road.",40.197778,-120.782222,
herbarium,UCD116313,Streptanthus tortuosus var. tortuosus,5/21/88,5/21/88,,,Nevada,1219,"along road to Washington, 1.5 miles north of Highway 20.",39.345805,-120.806833,
herbarium,CAS-BOT-BC87631,Streptanthus tortuosus,7/27/23,7/27/23,,,Mariposa,1219,"Near Indian Bridge, Wawona.",37.538606,-119.655956,
herbarium,JEPS54010,Streptanthus tortuosus,8/2/28,8/2/28,,,Fresno,1219,mountain slope above Big Creek sta.,37.20433,-119.2443,
herbarium,RSA121465,Streptanthus tortuosus,5/5/34,5/5/34,,,Shasta,1220,North fork of Squaw Creek.,40.760731,-122.493399,
herbarium,RSA113189,Streptanthus tortuosus,6/18/55,6/18/55,,,Monterey,1220,Santa Lucia Mountains; end of Cone Peak road,36.0558,-121.49381,
herbarium,POM123658,Streptanthus tortuosus,7/6/11,7/6/11,,,Mariposa,1220,"Yosemite Falls, Yosemite Valley.",37.74953,-119.600018,
herbarium,HSC57178,Streptanthus tortuosus var. tortuosus,7/10/79,7/10/79,,,Humboldt,1244,"Near Kinsey Ridge, close to the town of Willow Creek",40.716167,-123.696028,
herbarium,CAS-BOT-BC87693,Streptanthus tortuosus,7/7/81,7/7/81,,,Mendocino,1245,"Summit, Red Mountain North.",39.90835,-123.65653,
herbarium,CHSC95073,Streptanthus tortuosus var. orbiculatus,5/28/06,5/28/06,,,Butte,1248,"Northern High Sierra Nevada. 0.6 km east of Concow Road, 1.1 km northeast of Rag Dump, 3.8 mi north of Flea Mountain. Northeast edge of +- exposed granite ridge surrounded by mixed conifer forest.",39.862778,-121.466111,
herbarium,HSC96692,Streptanthus tortuosus var. orbiculatus,5/28/06,5/28/06,,,Butte,1248,"N High Sierra Nevada, 0.6 km E of Concow Rd., 1.1 km NE of Rag Dump, 3.8 mi. N of Flea Mtn.",39.862778,-121.466111,
herbarium,JEPS39583,Streptanthus tortuosus,8/10/45,8/10/45,,,Tulare,1249,near Tobias Trail to Kern R. (2 or 2 1/4 mi sw of Lower Fairview Camp on Kern R.),35.906948,-118.51258,
herbarium,RSA318212,Streptanthus tortuosus,6/11/80,6/11/80,,,Fresno,1265,"Floor of Tehipite Valley, east of Crown Creek.",36.90927,-118.77869,
herbarium,CHSC36697,Streptanthus tortuosus,6/16/81,6/16/81,,,Butte,1280,"Top of Flea Mtn, ca. 9.5 mi ne of Paradise.",39.828611,-121.473056,
herbarium,CHSC36690,Streptanthus tortuosus,6/22/81,6/22/81,,,Butte,1280,Ca. 7 mi ne of the town of Feather Falls.,39.636389,-121.145833,
herbarium,UC956606,Streptanthus tortuosus,7/18/48,7/18/48,,,Shasta,1295,"Castella-Trinity Center rd 1 mi w Castella (along creek, Shasta Co.); Castle Creek",41.149605,-122.33166,
herbarium,HSC57118,Streptanthus tortuosus,7/25/79,7/25/79,,,Humboldt,1295,"Near Sims Mtn., close to the town of Willow Creek",40.743917,-123.602139,
herbarium,CHSC92582,Streptanthus tortuosus var. orbiculatus,5/17/05,5/17/05,,,Butte,1295,Northern High Sierra Nevada. Plumas National Forest; opening granite ridgetop 0.3 km west of Cedar Creek and 2.6 km north-northwest of the mouth of Cedar Creek at North Fork Feather River.,39.865833,-121.413333,
herbarium,HSC96704,Streptanthus tortuosus var. orbiculatus,5/17/05,5/17/05,,,Butte,1295,"N High Sierra Nevada, Plumas National Forest, 0.3 km W of Cedar Creek, 2.6 km NNW of the mouth of Cedar Creek at N Fork Feather River",39.865833,-121.413333,
herbarium,CHSC92591,Streptanthus tortuosus var. orbiculatus,6/26/05,6/26/05,,,Butte,1295,Northern High Sierra Nevada. Open granite ridgetop 0.3 km west of Cedar Creek and 2.6 km north-northwest of the mouth of Cedar Creek at North Fork Feather River.,39.865833,-121.413333,
herbarium,HSC96694,Streptanthus tortuosus var. orbiculatus,6/26/05,6/26/05,,,Butte,1295,"N High Sierra Nevada, 0.3 km W of Cedar Creek, 2.6 km NNW of the mouth of Cedar Creek at N Fork Feather River",39.865833,-121.413333,
herbarium,HSC99097,Streptanthus tortuosus var. orbiculatus,5/31/07,5/31/07,,,Humboldt,1299,"Along National Forest Rte. 1, near Kinsey Ridge, 1.5 miles north of intersection with 4N09",40.7648,-123.6873,
seed_collection,SHA,Streptanthus tortuosus,,,,,,1302.956416,"From KC, along FR 14 (Shasta-toward nf) steep west-facing in eroding metamorphic gravel and on cliffs, small plants ",40.40811,-123.33894,x
herbarium,GH422336,Streptanthus tortuosus,7/27/48,7/27/48,,,Unknown,1310,"Summit of Hood Peak, Mayacamas Range 0.9 mile west of Hopland",38.46,-122.553189,
herbarium,CHSC66325,Streptanthus tortuosus var. tortuosus,7/1/96,7/1/96,,,Shasta,1310,"High North Coast Ranges. Deer Lick Knob Rd. (Forest Route 1) 11.8 mi (odometer) N of Hwy. 36 (via Harrison Gulch Rd.), NW of Platina. Roadside.",40.446111,-122.900833,
herbarium,HSC70690,Streptanthus tortuosus,7/15/80,7/15/80,,,Humboldt,1311,Near Sims Mtn.,40.743889,-123.602778,
herbarium,CHSC92593,Streptanthus tortuosus var. orbiculatus,5/29/05,5/29/05,,,Butte,1317,"Northern High Sierra Nevada. Top of south end of Granite Ridge (between Rock Creek and Camp Creek), about 2.3 km south of Kimshew Point. On southeast-facing side of ridge top.",39.883056,-121.458333,
herbarium,JEPS108580,Streptanthus tortuosus var. orbiculatus,5/29/05,5/29/05,,,Butte,1317,"Northern High Sierra Nevada. Top of S end of Granite Ridge (between Rock Creek and Camp Creek), about 2.3 km S of Kimshew Point.",39.883053,-121.45833,
herbarium,HSC97688,Streptanthus tortuosus var. tortuosus,6/9/06,6/9/06,,,Trinity,1322,"Along FS Rd. 14, 4.3 mi. from junction with Hwy. 36",40.404,-123.3368,
herbarium,CHSC94173,Streptanthus tortuosus var. suffrutescens,6/21/06,6/21/06,,,Sierra,1329,"On the north side of the road, about 2 miles (by road) west of Forest.",39.485833,-120.878889,
herbarium,JEPS108765,Streptanthus tortuosus var. suffrutescens,6/21/06,6/21/06,,,Sierra,1329,"On the north side of the road, about 2 miles (by road) west of Forest",39.485832,-120.87889,
herbarium,UC1126974,Streptanthus tortuosus,5/24/34,5/24/34,,,Placer,1341,"N. Fork of N. Fork American River Tahoe National Forest, Colfax Quadrangle",39.2953,-120.6334,
herbarium,CAS-BOT-BC87886,Streptanthus tortuosus,6/22/68,6/22/68,,,Trinity,1341,"North Fork Trinity River, Hobo Gulch Camp and vicinity. (18 miles NW of Weaverville.) 1 mile up Morrison Gulch Trail.",41.0191,-123.1603,
herbarium,HSC38497,Streptanthus tortuosus var. tortuosus,6/23/75,6/23/75,,,Trinity,1341,6.5 mi. S of Hwy. 299 at Buckhorn Summit on the road to Bully Choop,40.58857,-122.70031,
herbarium,HSC72353,Streptanthus tortuosus var. tortuosus,6/27/76,6/27/76,,,Del Norte,1341,FS Rd. 17N04 to Bear Basin Butte.,41.805,-123.7365,
herbarium,HSC73750,Streptanthus tortuosus,7/15/80,7/15/80,,,Humboldt,1341,Near Whiting Ridge.,40.670278,-123.636667,
herbarium,CHSC65628,Streptanthus tortuosus var. tortuosus,7/8/95,7/8/95,,,Shasta,1341,Along Road to Grizzly Peak 1.6 mi from Road 11; 0.4 mi straight east of Brushy Butte. Road cutbank.,41.113889,-121.998889,
herbarium,CAS-BOT-BC87991,Streptanthus tortuosus,4/27/96,4/27/96,,,Tuolumne,1341,"Sierra Nevada. Above Forest Service road 1S13, lower slopes of Pilot Ridge. South Fork Tuolumne River drainage.",37.8,-119.983333,
herbarium,RSA758859,Streptanthus tortuosus var. tortuosus,4/27/96,4/27/96,,,Tuolumne,1341,"Above FS road IS13, lower slopes of Pilot Ridge, South Fork Tuolumne River drainage, Stanislaus National Forest.",37.8,-119.983333,
herbarium,UC54267,Streptanthus tortuosus var. orbiculatus,6/1/03,6/30/03,,,Shasta,1341,South Fork Bear Creek Sierra Nevada Mountains (ne Shasta Co.),41.16911,-121.734215,
herbarium,HSC57200,Streptanthus tortuosus var. tortuosus,7/10/79,7/10/79,,,Humboldt,1350,"Near Board Camp Mtn., close to the town of Willow Creek.",40.715056,-123.7315,
herbarium,CHSC69074,Streptanthus tortuosus var. orbiculatus,7/28/97,7/28/97,,,Siskiyou,1365,"Forest Route 49 (Powder Hill Rd.) at 41N03 (to Porcupine Butte), 16 mi south of Medicine Lake.",41.420278,-121.646389,
herbarium,Bear River,Streptanthus tortuosus,,,,,,1367.266077,potential calflora site,39.30391,-120.67303,
herbarium,GH422270,Streptanthus tortuosus,6/8/38,6/8/38,,,Unknown,1371,"junction of the North and South Forks of the North Fork of the Yuba River, at Sierra City",39.563616,-120.639921,
herbarium,UC614607,Streptanthus tortuosus,6/8/38,6/8/38,,,Sierra,1371,junction of North and South Forks of the Yuba River Sierra City,39.563616,-120.639921,
herbarium,CAS-BOT-BC87483,Streptanthus tortuosus,7/20/68,7/20/68,,,Del Norte,1371,On Roadbluff near Prescott Cabin.,41.8102,-123.7162,
herbarium,CHSC43436,Streptanthus tortuosus,7/1/70,7/1/70,,,Plumas,1371,"Along the edge of Lumpkin Ridge Road, about 10 miles west of La Porte.",39.680556,-121.113056,
herbarium,HSC87317,Streptanthus tortuosus var. tortuosus,6/22/81,6/22/81,,,Mendocino,1371,Intersection where route leaves ridge road and begins to climb to summit of Mt. Sanhedrin,39.55597,-123.16631,
herbarium,CHSC36698,Streptanthus tortuosus,6/18/82,6/18/82,,,Butte,1371,"Ca. 1 mi n of the site of Merrimac, ca. 23 mi ne of Oroville.",39.779167,-121.305278,
herbarium,POM273812,Streptanthus tortuosus,7/14/36,7/14/36,,,Mariposa,1372,Tenaya Canyon; Sierra Nevada Mt. range; Yosemite Valley watershed.,37.761127,-119.539618,
herbarium,UCR143430,Streptanthus tortuosus,6/8/43,6/8/43,,,Tulare,1372,"Sierra Nevada Mtns., near Fairview, at edge of Tobias Creek",35.91806,-118.50111,
herbarium,POM312172,Streptanthus tortuosus,6/8/43,6/8/43,,,Tulare,1372,Near Fairview. At edge of Tobias Creek.,35.895382,-118.529424,
herbarium,HSC39125,Streptanthus tortuosus,6/29/74,6/29/74,,,Trinity,1372,"FS Rd. 28N10, near Grasshopper Camp",40.23177,-122.97276,
herbarium,CAS-BOT-BC87691,Streptanthus tortuosus,6/22/81,6/22/81,,,Mendocino,1372,Intersections where route leaves ridge road and begins to climb to summit of Mount Sanhedrin.,39.55597,-123.16631,
herbarium,RSA492027,Streptanthus tortuosus,6/22/81,6/22/81,,,Mendocino,1372,Intersection where route leaves ridge road and begins to climb to summut of Mt. Sanhedrin.,39.55597,-123.16631,
herbarium,UCD116303,Streptanthus tortuosus,6/19/84,6/19/84,,,Butte,1372,"1.6 km north of Merrimac site, west side of Oro-Quincy Highway.",39.779436,-121.306562,
herbarium,HSC74748,Streptanthus tortuosus,7/22/81,7/22/81,,,Humboldt,1375,Near Bug Creek,40.693333,-123.732222,
herbarium,HSC103406,Streptanthus tortuosus var. orbiculatus,6/24/05,6/24/05,,,Humboldt,1375,"Along Titlow Hill Road south of Hwy. 299, past Buck Flat.",40.765444,-123.693611,
herbarium,CHSC107554,Streptanthus tortuosus var. tortuosus,7/23/11,7/23/11,,,Nevada,1379,"In and around the small meadow where there are two grave memorials, about 40 yards west of Bowman Lake road, about 1/8 mile west of the bridge across the South Fork of the Yuba River, about 1 mile (air) north of Highway 20 at the intersection of Bowman Lake Road.",39.319167,-120.659444,
herbarium,JEPS118373,Streptanthus tortuosus var. tortuosus,7/23/11,7/23/11,,,Nevada,1379,"In and around the small meadow where there are two grave memorials, about 40 yards west of Bowman Lake road, about 1/8 mile west of the bridge across the South Fork of the Yuba River, about 1 mile (air) north of Highway 20 at the intersection of Bowman Lake Road",39.319168,-120.65945,
herbarium,RSA795268,Streptanthus tortuosus var. tortuosus,7/23/11,7/23/11,,,Nevada,1380,"In and around the small meadow where there are two grave memorials, about 40 yards west of Bowman Lake Road, about 1/8 miles west of the bridge across the South Fork of the Yuba River., About 1 air mile north of Highway 20 at the intersection of Bowman Lake Road.",39.31925,-120.659389,
herbarium,UCD164327,Streptanthus tortuosus,6/25/11,6/25/11,,,Nevada,1393,Bowman Rd: 1.9 mi N of Hwy 20 (0.5 mi N of bridge for S fork of Yuba River).,39.323889,-120.654722,
herbarium,CAS-BOT-BC87974,Streptanthus tortuosus,5/24/31,5/24/31,,,Tuolumne,1400,Sierra Nevada. Mather.,37.88222,-119.854548,
herbarium,CAS-BOT-BC87975,Streptanthus tortuosus,5/24/31,5/24/31,,,Tuolumne,1400,Sierra Nevada. Mather.,37.88222,-119.854548,
herbarium,POM182555,Streptanthus tortuosus,5/24/31,5/24/31,,,Tuolumne,1400,Mather,37.88222,-119.854548,
herbarium,CAS-BOT-BC87883,Streptanthus tortuosus,7/19/51,7/19/51,,,Trinity,1402,"1 mile northwest of Stuart Gap, north base of North Yolla Bolly Mountains.",40.2294,-122.9847,
herbarium,CAS-BOT-BC87884,Streptanthus tortuosus,7/19/51,7/19/51,,,Trinity,1402,"1 mile northwest of Stuart Gap, north base of North Yolla Bolly Mountains.",40.2294,-122.9847,
herbarium,RSA67496,Streptanthus tortuosus,7/19/51,7/19/51,,,Trinity,1402,"1 mile NW of Stuart Gap, north base of North Yolla Bolly Mts.",40.23957,-122.99096,
herbarium,CAS-BOT-BC87741,Streptanthus tortuosus,5/28/70,5/28/70,,,Nevada,1402,"Sierra Nevada. Bear Valley on Highway 20, ca. 20 miles east of Nevada City.",39.307,-120.685,
herbarium,HSC58202,Streptanthus tortuosus var. tortuosus,8/1/79,8/1/79,,,Humboldt,1402,"Near Packsaddle Ridge, close to the town of Hoopa",41.166389,-123.501972,
herbarium,HSC71511,Streptanthus tortuosus,7/1/80,7/1/80,,,Trinity,1402,Near Hayden Roughs.,40.119722,-123.254167,
herbarium,HSC86963,Streptanthus tortuosus,6/19/82,6/19/82,,,Trinity,1402,Along trail past Clems Camp to China Peak,40.88322,-123.32035,
herbarium,UCD162746,Streptanthus tortuosus,5/25/14,5/25/14,,,Placer,1430,"Bear River watershed, roadside on California States Route 20.",39.303889,-120.673611,
herbarium,UC1198799,Streptanthus tortuosus var. orbiculatus,6/13/38,6/13/38,,,Humboldt,1432,"on exposed rock ledge near Cold Springs; North Coast Ranges, Grouse Mountain",40.8343,-123.7133,
herbarium,CAS-BOT-BC87614,Streptanthus tortuosus,7/9/47,7/9/47,,,Humboldt,1432,Horse Mountain.,40.8739,-123.7336,
herbarium,UC902000,Streptanthus tortuosus var. orbiculatus,7/9/47,7/9/47,,,Humboldt,1432,Horse Mountain,40.8739,-123.7336,
herbarium,UC1553583,Streptanthus tortuosus,7/11/88,7/11/88,,,Shasta,1432,Castle Dome and trail up to Castle Dome Castle Crags,41.174137,-122.32745,
herbarium,CAS-BOT-BC87979,Streptanthus tortuosus,6/14/17,6/14/17,,,Tuolumne,1432,Hog Ranch.,37.88222,-119.854548,
herbarium,UC592144,Streptanthus tortuosus,7/9/25,7/9/25,,,Tuolumne,1432,Mather,37.88222,-119.85472,
herbarium,HSC65575,Streptanthus tortuosus,7/7/77,7/7/77,,,Siskiyou,1433,"Devil's Punchbowl, NE shore",41.8035,-123.6703,
